# Time-averaged data for fix 1com
# TimeStep Number-of-rows
# Row c_com[1] c_com[2] c_com[3]
0 10
4 70.8355 80.2198 105.618
5 58.3138 -6.95123 17.0654
6 54.408 -4.03219 17.3547
7 62.9259 82.8636 113.686
8 63.1886 81.2611 24.9482
9 58.9173 84.6691 115.446
10 -17.8103 80.8176 107.325
24724 10
1 -30.5641 -5.53629 12.9223
2 59.865 -8.7143 20.2599
3 58.4189 82.9858 118.492
4 71.0918 80.3547 105.807
5 58.9067 -6.77008 16.9683
6 55.079 -3.94224 16.5964
7 62.7518 82.0606 113.396
8 63.3762 81.1407 24.5479
9 58.7417 84.1782 114.846
10 -17.636 80.1096 107.469
24728 10
1 -31.0482 -6.43822 12.8249
2 59.5785 -8.96411 20.0763
3 58.2682 82.9733 118.018
4 71.6073 80.7215 106.099
5 59.1991 -7.32084 16.5038
6 55.1293 -4.48924 15.9802
7 62.2029 81.9198 112.997
8 63.1744 80.9834 24.2649
9 58.289 84.1219 114.087
10 -17.589 80.3128 107.512
24732 10
1 -30.753 -6.67677 12.688
2 59.7476 -8.89725 19.668
3 58.5304 84.4268 117.961
4 71.1665 80.5273 105.613
5 59.404 -7.447 16.5845
6 54.3505 -5.43823 16.2554
7 62.3141 82.9702 112.849
8 63.5596 81.1981 24.9063
9 58.06 85.3002 114.239
10 -17.3663 80.2359 107.802
24736 10
1 -30.1679 -6.71168 12.0798
2 59.713 -8.81827 20.0214
3 58.9079 84.0145 118.175
4 70.8287 80.4787 105.878
5 59.3832 -7.69187 16.2823
6 54.8768 -4.95223 16.1497
7 63.048 82.6248 113.209
8 63.4123 81.555 24.558
9 58.9783 84.7429 114.357
10 -17.8381 80.5378 107.699
24740 10
1 -29.8285 -6.36389 11.7593
2 60.3284 -8.78425 18.6777
3 58.5652 83.6929 117.285
4 71.3054 79.9602 105.228
5 59.9957 -7.33257 15.881
6 55.1738 -5.03695 14.9741
7 62.7118 82.835 112.303
8 63.5109 81.6355 23.8528
9 58.2121 84.501 113.262
10 -17.2004 80.754 107.435
24744 10
1 -29.8114 -5.63669 11.9275
2 60.3826 -8.9133 19.379
3 58.7784 83.8464 117.536
4 71.2531 79.7432 104.925
5 59.687 -7.21879 16.1579
6 55.09 -5.03002 15.3345
7 63.0111 82.7375 112.187
8 63.3542 81.6428 23.537
9 58.5519 84.2346 113.888
10 -16.9487 80.8231 107.398
24748 10
1 -29.7695 -6.43573 12.2629
2 59.761 -8.88266 19.3634
3 58.684 84.8778 117.413
4 70.608 79.4845 104.738
5 58.9654 -8.156 16.4936
6 54.4922 -5.80883 15.5685
7 62.9871 82.4664 112.358
8 62.6837 81.5413 23.0107
9 58.8362 84.6191 113.752
10 -17.829 80.1655 107.13
24752 10
1 -30.0338 -7.23424 12.5188
2 59.2063 -8.73664 19.9503
3 58.8118 85.6144 117.951
4 70.0671 78.9514 105.431
5 58.778 -8.21686 17.0757
6 54.2847 -5.99052 16.4581
7 62.6275 83.2866 112.659
8 62.3581 81.7772 23.5203
9 58.615 85.0244 114.129
10 -17.8004 80.2064 108.059
24756 10
1 -30.6993 -6.64741 13.0238
2 59.467 -8.72128 19.9144
3 59.5064 84.6809 118.609
4 69.6425 78.4954 105.634
5 58.1578 -8.11658 17.5217
6 53.2607 -5.99184 17.0042
7 61.9319 83.4446 112.928
8 62.9322 81.7707 25.1685
9 58.1799 84.9234 114.785
10 -17.5561 79.5144 108.875
24760 10
1 -31.0608 -6.12572 13.1026
2 59.6318 -7.89171 20.371
3 59.8251 85.2464 119.124
4 69.9801 79.0332 105.903
5 58.2646 -7.72805 17.5576
6 53.1575 -5.27294 16.9874
7 63.0272 83.675 113.725
8 63.7893 82.2983 25.373
9 59.3583 85.7153 114.895
10 -17.3854 79.7165 109.38
24764 10
1 -30.0585 -6.53559 13.2851
2 59.4229 -7.80744 20.6594
3 59.824 85.2017 118.807
4 70.6307 78.844 106.029
5 58.5522 -6.74411 17.8704
6 54.3094 -4.12231 17.1766
7 63.2668 83.4697 113.442
8 63.6544 81.8139 25.3355
9 59.6859 85.6374 114.541
10 -17.0362 79.273 109.246
24768 10
1 -30.3017 -6.29695 13.816
2 59.5209 -8.24396 20.9181
3 60.4837 84.7932 119.154
4 70.4922 79.3151 105.865
5 58.9816 -7.4722 18.0462
6 54.6727 -4.19588 17.4396
7 63.2675 83.6233 113.186
8 63.6254 82.0529 25.0661
9 59.8724 85.7886 115.028
10 -16.9164 79.4859 109.308
24772 10
1 -29.9226 -5.90763 13.1807
2 60.3164 -8.51661 20.3636
3 60.5443 84.3592 118.687
4 71.0867 78.7252 106.442
5 59.2722 -7.04859 18.0272
6 54.6021 -4.29636 17.117
7 63.5697 83.4173 112.958
8 64.1337 81.3328 25.4074
9 60.1797 85.7764 114.703
10 -17.0893 79.2608 108.892
24776 10
1 -30.5305 -6.33124 13.3747
2 60.3159 -9.0796 20.4794
3 60.1954 84.4751 118.222
4 70.875 78.9849 106.412
5 58.8552 -8.04801 17.626
6 54.7825 -4.9809 17.0544
7 63.8253 83.6271 112.972
8 64.0132 81.1751 25.303
9 59.9193 85.6591 114.339
10 -16.6578 79.3925 108.961
24780 10
1 -29.9486 -6.93181 13.4241
2 60.204 -9.09665 21.2736
3 60.3098 84.3381 118.356
4 71.916 77.9161 107.764
5 58.7047 -7.62197 18.6318
6 54.4311 -5.7332 17.5307
7 63.4724 83.519 112.843
8 63.5492 80.9862 25.7633
9 59.1727 84.9207 114.571
10 -16.7212 78.5604 109.688
24784 10
1 -29.3753 -5.94778 13.5671
2 60.2455 -9.20473 21.2609
3 61.2311 83.7459 118.917
4 72.0058 78.6706 107.762
5 58.5298 -7.14744 18.8284
6 54.4807 -4.42774 17.754
7 63.6833 82.8825 113.33
8 64.2305 81.253 25.7293
9 59.8634 85.0804 115.316
10 -16.1258 79.2766 109.809
24788 10
1 -29.9593 -6.40303 13.6452
2 60.8245 -8.85697 20.3853
3 61.6414 83.9758 119.18
4 71.5366 77.7603 107.607
5 59.0002 -7.13713 18.0866
6 54.4733 -4.3563 17.5685
7 64.4954 82.6309 113.393
8 64.3568 80.9944 24.8279
9 60.1991 84.5827 115.227
10 -16.6177 78.9176 108.758
24792 10
1 -29.9357 -5.92647 13.3709
2 61.1969 -8.4601 19.9695
3 62.244 82.9569 118.615
4 72.1519 78.2542 107.501
5 59.9236 -7.3592 16.8357
6 54.7985 -4.21196 17.1671
7 64.7705 82.8826 113.164
8 64.6641 80.8925 25.0279
9 60.5092 84.2915 114.864
10 -16.5815 78.7784 108.696
24796 10
1 -29.7128 -7.18761 12.4543
2 61.3942 -8.79032 19.5131
3 61.7726 81.7279 118.089
4 71.8495 78.0267 106.883
5 60.0227 -7.72088 16.5676
6 54.8481 -5.85071 16.7044
7 64.1667 82.4175 112.772
8 64.4072 80.9694 24.5628
9 59.8081 83.7093 114.506
10 -16.0859 78.9512 109.167
24800 10
1 -29.6437 -6.57154 12.7093
2 60.9933 -9.43479 19.0425
3 62.2159 81.3634 118.333
4 71.4887 78.723 105.631
5 59.6764 -7.97075 16.6375
6 54.702 -5.29101 16.6046
7 63.8902 81.4257 112.837
8 64.3789 80.1538 24.363
9 60.1543 82.9199 114.366
10 -16.3869 79.3209 107.788
24804 10
1 -30.1313 -6.05926 12.4187
2 60.8464 -8.99149 19.6881
3 61.6954 81.6808 118.813
4 71.6857 79.0899 105.814
5 59.4668 -7.43453 17.2517
6 54.6386 -5.07959 17.1802
7 64.202 81.3711 112.965
8 64.6438 80.3649 24.9741
9 59.9528 82.6868 114.511
10 -16.669 79.406 107.646
24808 10
1 -30.1255 -6.31915 12.6042
2 60.7943 -9.26008 19.4921
3 61.948 82.8593 118.266
4 71.6548 77.9266 105.352
5 59.6816 -7.84575 16.6754
6 55.0209 -4.38656 16.561
7 64.9904 81.4325 112.44
8 64.3925 79.8183 24.2918
9 60.5695 83.3813 114.222
10 -16.0674 78.4404 107.549
24812 10
1 -30.0751 -6.35665 12.7853
2 60.7067 -8.88894 19.1022
3 61.7631 82.9212 118.698
4 71.3747 77.4316 104.915
5 59.6127 -7.33783 16.6903
6 55.2682 -4.54385 16.9975
7 65.1566 82.1246 112.494
8 65.1093 80.4132 24.2794
9 61.1895 83.1724 114.634
10 -15.581 78.9145 107.493
24816 10
1 -30.7341 -6.6211 13.4805
2 61.8625 -9.55507 18.9215
3 61.5641 83.4533 118.581
4 71.5319 76.9153 104.975
5 59.5607 -7.63282 16.82
6 55.5003 -4.61036 16.6216
7 65.2692 82.6317 111.914
8 65.3422 80.6603 23.7912
9 61.3134 83.4375 114.421
10 -15.5618 78.9222 106.96
24820 10
1 -30.1949 -6.49404 14.0705
2 61.2995 -10.0497 20.0262
3 62.0171 83.9609 118.235
4 71.2745 76.7782 105.632
5 59.7585 -7.90715 17.5977
6 55.4532 -4.51122 16.6861
7 65.2828 82.5767 111.866
8 65.0135 80.4787 24.2613
9 61.3822 83.4651 113.978
10 -15.8281 78.2888 107.717
24824 10
1 -30.518 -7.03591 13.9365
2 61.3918 -10.2838 19.7563
3 62.165 83.549 118.302
4 71.9585 76.3354 106.427
5 60.4729 -7.79386 17.3173
6 55.9467 -5.07141 16.6688
7 65.0848 82.0801 112.635
8 65.4014 79.9046 24.6505
9 61.2834 83.5802 114.231
10 -15.5293 77.8613 108.561
24828 10
1 -29.2462 -6.70034 13.0135
2 61.4184 -9.69149 19.4256
3 61.8925 82.9617 118.226
4 72.6046 76.4508 106.914
5 61.1724 -7.77062 17.0297
6 56.8034 -4.89917 15.9969
7 65.347 81.3754 112.511
8 65.7629 79.5675 24.6129
9 61.5192 82.9736 114.288
10 -15.4666 77.6099 108.079
24832 10
1 -28.567 -6.01278 12.4236
2 61.4736 -10.5776 19.0547
3 62.0575 81.873 117.952
4 73.0788 75.7374 106.184
5 60.6321 -8.67682 16.5035
6 57.2867 -4.87331 15.754
7 65.8501 80.5767 112.026
8 65.8387 79.0441 23.6943
9 62.1264 82.0338 113.967
10 -15.2825 76.9303 107.782
24836 10
1 -28.8576 -6.80045 11.7659
2 61.7129 -10.0783 18.7592
3 61.6487 82.3954 118.448
4 73.0849 75.388 106.477
5 60.7686 -8.51944 15.8191
6 57.1231 -5.0083 15.2881
7 65.0947 80.9616 112.336
8 65.2201 79.2649 23.764
9 61.2458 82.4878 113.911
10 -15.1407 76.9647 108.133
24840 10
1 -29.1505 -7.26737 12.6993
2 61.5618 -10.4157 19.2642
3 62.8691 82.3857 118.501
4 73.7376 76.2312 106.366
5 60.31 -8.85071 17.1705
6 56.5029 -5.42422 16.1769
7 65.9128 80.8397 112.563
8 66.1185 79.6681 23.8848
9 61.9032 82.6992 114.088
10 -14.5374 77.5983 107.683
24844 10
1 -29.5914 -7.21632 14.0393
2 60.6039 -9.5777 20.0757
3 63.4059 82.4043 118.874
4 72.795 76.5867 105.205
5 59.6646 -8.42027 17.8062
6 55.3616 -4.86876 17.1967
7 66.3224 81.2623 112.404
8 65.7199 79.0595 24.6409
9 62.4774 82.3303 114.76
10 -15.1816 77.4104 107.835
24848 10
1 -29.6995 -7.11882 14.1883
2 60.7089 -10.2417 20.1486
3 62.737 82.7196 118.945
4 72.3524 76.4164 104.491
5 59.5495 -8.77598 17.7006
6 55.3714 -5.1974 17.3457
7 66.0108 80.749 112.176
8 65.3656 79.2769 24.1753
9 61.7489 81.8397 115.021
10 -15.0003 77.5267 107.306
24852 10
1 -30.0825 -7.36239 13.3529
2 60.434 -10.4939 19.1895
3 62.7206 83.3724 118.382
4 71.6397 76.5443 103.914
5 59.497 -8.70536 16.8647
6 55.1174 -5.37539 16.6231
7 65.6731 80.279 112.029
8 65.3173 78.9343 23.7877
9 62.2164 82.088 114.684
10 -15.912 77.3567 106.55
24856 10
1 -29.239 -7.02378 12.9273
2 60.7125 -9.35174 19.5268
3 62.7421 84.444 118.517
4 72.2362 78.0152 104.299
5 60.1794 -7.78146 16.6275
6 55.6988 -5.10871 16.3797
7 66.1417 81.4477 112.184
8 65.9541 79.7297 24.201
9 62.5247 82.9666 114.634
10 -15.3622 77.8568 107.429
24860 10
1 -29.1534 -6.28787 12.7846
2 60.396 -8.81547 19.7211
3 63.5664 84.1914 118.162
4 72.122 78.4313 103.456
5 60.0261 -7.15517 16.6155
6 55.5406 -4.5862 16.4609
7 66.4531 80.8004 112.362
8 66.4475 79.3008 23.965
9 63.5033 82.8824 114.43
10 -15.1033 77.7324 106.493
24864 10
1 -30.115 -5.73697 13.2016
2 60.3022 -9.36943 19.3032
3 63.3465 83.8147 117.961
4 71.6074 77.9779 102.949
5 59.4351 -7.86041 16.5728
6 55.0947 -4.72586 17.2869
7 66.0909 80.122 112.002
8 65.7106 78.6635 23.3818
9 63.1168 82.3681 114.188
10 -15.7401 77.659 105.847
24868 10
1 -30.1479 -6.83282 13.7773
2 60.6371 -9.73916 20.0761
3 63.6906 84.0839 118.344
4 72.5961 78.0471 103.343
5 60.2109 -8.01745 17.3401
6 55.6767 -5.51912 17.4111
7 66.3656 79.2977 112.39
8 66.3514 78.1281 23.69
9 63.2838 81.9942 114.668
10 -15.2376 76.8349 106.196
24872 10
1 -30.5385 -7.5931 15.0614
2 61.1507 -10.1349 20.68
3 64.3303 83.7556 118.323
4 72.4324 77.1313 103.838
5 60.0132 -8.85201 17.7379
6 55.3785 -5.89915 18.8057
7 66.904 79.6528 113.018
8 66.2571 78.0647 24.4968
9 63.3666 82.4802 114.992
10 -14.9497 76.4623 106.826
24876 10
1 -30.6058 -7.73685 14.3758
2 60.1046 -10.4716 20.3446
3 65.2406 82.8677 118.92
4 71.5715 76.1292 103.126
5 59.1959 -9.24909 17.4232
6 54.9503 -6.38518 18.1791
7 66.5568 80.1683 112.833
8 65.8307 77.8993 24.4947
9 63.5523 82.506 115.137
10 -16.1892 76.4786 106.2
24880 10
1 -31.6154 -8.46861 14.6187
2 60.192 -11.8086 19.6012
3 65.107 82.5881 118.918
4 71.04 75.8162 102.534
5 58.4091 -10.1693 17.0647
6 54.7772 -6.87694 18.0811
7 66.535 79.3873 112.509
8 66.3715 77.804 24.0277
9 63.8594 81.8764 115.132
10 -16.7755 76.0663 105.264
24884 10
1 -31.7534 -8.45212 13.6631
2 59.8306 -12.1019 19.298
3 64.0373 81.8186 119.464
4 70.9439 75.0828 103.279
5 58.4326 -10.5668 16.5859
6 54.8593 -7.11061 17.6018
7 66.696 78.8332 112.965
8 65.7701 77.4139 23.9691
9 63.994 80.6716 115.921
10 -17.0577 76.1709 105.489
24888 10
1 -32.0126 -7.69528 13.9167
2 59.8179 -11.1302 18.9821
3 62.4736 82.8536 119.02
4 71.3769 76.599 102.986
5 58.3078 -9.74637 16.3582
6 54.5625 -6.37156 17.4067
7 65.4641 79.1912 112.798
8 65.2942 77.5936 23.8399
9 62.1474 81.2267 115.206
10 -17.1031 76.4839 105.158
24892 10
1 -30.25 -7.9036 12.4305
2 59.3877 -10.4398 19.5043
3 62.9862 82.7588 118.14
4 71.4673 75.9666 103.668
5 59.1459 -9.03272 16.1279
6 55.2347 -6.0313 16.487
7 65.2067 79.5225 112.227
8 64.7529 77.7158 23.8364
9 61.8496 81.7923 114.405
10 -16.5515 76.7085 106.015
24896 10
1 -30.5633 -7.28617 12.0003
2 59.0558 -10.4763 19.0483
3 63.8338 82.8984 119.008
4 70.6603 76.5518 103.325
5 58.616 -8.57315 15.687
6 55.421 -5.5242 16.8992
7 65.4435 79.4114 112.77
8 65.0376 77.9125 24.2424
9 62.5499 81.8872 115.16
10 -17.4235 77.0563 105.804
24900 10
1 -30.9514 -6.17397 11.8577
2 59.274 -9.45208 19.3907
3 64.9031 83.2076 118.744
4 70.3093 76.3286 102.654
5 58.2438 -8.02059 16.1991
6 54.704 -4.8523 16.473
7 66.251 79.8254 112.126
8 65.0738 78.2028 23.5264
9 63.2114 82.1771 114.568
10 -17.2853 77.4735 105.211
24904 10
1 -31.056 -6.38554 12.3878
2 59.6185 -9.50962 18.813
3 63.7067 83.3838 118.379
4 71.0276 76.8963 102.398
5 59.1651 -7.78689 15.6523
6 55.5902 -4.23789 15.8657
7 66.4412 80.0213 112.074
8 65.55 78.7324 23.3596
9 63.288 82.1148 114.428
10 -16.9446 77.9366 105.276
24908 10
1 -31.6992 -5.80482 13.1885
2 59.6477 -9.32985 18.7229
3 63.6797 82.2018 118.182
4 71.1661 78.2224 101.914
5 58.4017 -7.835 15.9822
6 54.6442 -3.96608 16.282
7 66.018 80.0583 111.808
8 65.6798 78.681 22.8897
9 63.2239 82.1526 114.398
10 -16.7515 78.0278 104.842
24912 10
1 -32.547 -5.12654 13.7561
2 59.4491 -8.93901 19.073
3 63.7318 81.9209 117.599
4 71.1823 78.2117 101.247
5 58.4279 -7.51328 15.8305
6 54.2868 -3.9677 16.0347
7 66.2921 80.7086 111.15
8 65.1319 78.8124 22.4379
9 62.8693 82.4829 113.662
10 -16.5503 78.0758 104.047
24916 10
1 -32.4199 -5.39213 11.977
2 58.9476 -9.49965 17.6799
3 63.6052 82.6122 116.988
4 70.6586 77.8772 101.305
5 57.9431 -7.77184 14.5836
6 54.6705 -3.99581 14.5896
7 64.7719 80.1361 110.462
8 64.1611 78.3748 21.5891
9 62.2439 82.0996 113.082
10 -17.5749 77.7317 103.742
24920 10
1 -32.6354 -5.9854 11.8361
2 59.2491 -9.77335 17.3655
3 64.5546 82.0067 116.678
4 70.513 77.367 100.983
5 57.9156 -7.949 14.5563
6 54.0923 -4.42741 13.9341
7 65.3975 80.7614 110.267
8 64.1069 79.0071 21.7693
9 62.662 82.403 112.935
10 -17.7585 77.515 103.853
24924 10
1 -31.7602 -6.86639 12.0271
2 59.8271 -10.1269 17.9947
3 63.8306 81.5302 117.283
4 70.972 76.7484 100.807
5 58.8568 -9.1786 14.4388
6 55.4399 -5.14923 14.2614
7 65.7477 79.9692 110.537
8 64.6897 78.3529 22.0332
9 62.8139 82.0488 113.322
10 -17.0054 77.2483 103.548
24928 10
1 -31.3056 -6.53365 12.484
2 59.8119 -10.7945 17.6448
3 62.5223 81.2556 116.227
4 71.4018 75.9572 100.889
5 59.3385 -9.48411 14.4181
6 56.1093 -5.08981 14.0427
7 66.003 79.4958 110.255
8 64.7168 77.7732 22.0145
9 62.8667 81.7737 112.752
10 -16.2857 76.4733 104.099
24932 10
1 -30.594 -7.06855 12.116
2 60.3626 -11.3346 17.318
3 63.9478 81.7075 116.57
4 71.0625 75.6156 100.168
5 59.202 -9.81502 14.5944
6 56.1484 -5.28357 13.9806
7 66.6426 79.3901 110.224
8 65.8487 77.8548 21.6191
9 63.775 81.4283 112.864
10 -16.6051 76.5748 103.042
24936 10
1 -30.7151 -6.93747 11.6711
2 60.9754 -11.2261 17.8051
3 64.8188 81.1878 116.119
4 71.8001 74.7087 100.789
5 59.753 -9.79494 14.2174
6 56.6656 -5.42181 13.8636
7 67.2229 79.2105 109.934
8 65.7887 78.1072 21.2824
9 64.535 81.5197 112.462
10 -15.9573 76.135 103.492
24940 10
1 -30.1876 -7.11929 12.1515
2 61.1547 -11.2056 17.2714
3 65.3951 81.0852 116.572
4 72.2066 73.5425 100.866
5 59.5143 -9.70669 14.5345
6 56.2347 -5.24117 14.5442
7 67.8019 78.6554 109.667
8 66.1347 77.6032 20.819
9 64.4643 80.9888 112.69
10 -16.1763 75.6274 102.681
24944 10
1 -28.9666 -7.38581 11.8574
2 61.3649 -10.5332 17.2073
3 64.9496 81.3045 115.672
4 73.1581 73.9262 100.63
5 60.7956 -9.79047 13.8448
6 57.2238 -5.50833 13.9996
7 67.7297 78.1683 109.06
8 66.2691 77.6603 20.2538
9 64.7638 80.4328 112.181
10 -15.4903 75.9144 102.779
24948 10
1 -29.2517 -7.07999 11.1106
2 61.7311 -10.6056 17.1442
3 65.6888 80.8392 116.339
4 72.6784 75.4663 100.338
5 60.5177 -9.19347 13.9262
6 56.7988 -5.43954 13.9158
7 68.0759 79.3571 109.687
8 66.1149 78.8518 20.5921
9 65.2264 81.2849 112.793
10 -15.1948 76.7572 102.843
24952 10
1 -29.8497 -7.26647 11.5855
2 61.5769 -10.5044 16.9397
3 66.5503 80.6384 115.942
4 72.9402 75.7441 100.367
5 60.4676 -9.04075 13.9843
6 56.6965 -5.05458 13.8916
7 68.0646 80.0599 109.124
8 66.3399 79.5064 20.3074
9 64.9501 81.5168 112.319
10 -15.0866 77.3695 102.775
24956 10
1 -30.1477 -7.74121 11.1636
2 61.9372 -11.1042 16.313
3 65.5599 80.3787 115.567
4 73.6746 75.9088 100.193
5 60.4239 -9.88451 13.5837
6 56.9262 -5.87562 13.6594
7 67.5536 79.1737 109.228
8 66.2321 78.3449 20.3118
9 64.4782 81.3988 112.045
10 -14.8231 76.4764 102.814
24960 10
1 -29.4894 -8.27606 10.1423
2 62.2333 -11.8258 16.0929
3 65.0443 80.495 115.241
4 73.4039 75.5813 99.5383
5 61.1314 -10.3111 12.8026
6 57.0628 -6.84546 12.8659
7 67.493 78.9655 108.774
8 66.3303 77.8367 19.8374
9 64.5298 80.8306 111.619
10 -15.3178 75.6693 102.145
24964 10
1 -29.565 -8.09345 10.4712
2 62.5301 -11.8562 16.4504
3 65.1934 79.7789 115.334
4 73.9091 75.6071 100.204
5 61.4181 -10.4331 13.4181
6 56.8795 -6.43546 13.1249
7 67.6107 78.3441 109.265
8 66.1364 77.8116 20.2273
9 64.5159 80.7005 111.601
10 -15.2901 75.8896 102.706
24968 10
1 -28.7933 -7.55423 10.6566
2 63.0824 -12.0161 16.5255
3 65.7912 79.3963 116.434
4 74.2054 75.8667 99.6392
5 61.7943 -10.6172 13.6616
6 57.8785 -6.65313 13.4832
7 68.1043 77.2139 109.455
8 66.7979 76.6203 20.375
9 64.9598 78.2524 112.255
10 -14.4754 75.649 102.664
24972 10
1 -28.4683 -7.11544 11.0127
2 63.7273 -11.9183 16.2179
3 65.8653 78.1025 116.946
4 75.3074 75.8636 99.8224
5 62.7587 -10.1498 13.4791
6 58.1814 -6.99451 13.6837
7 69.1249 77.7333 109.905
8 68.2209 76.9474 21.0378
9 65.7219 78.0788 113.207
10 -13.6304 75.4587 102.624
24976 10
1 -29.1432 -7.04756 12.5044
2 63.9229 -12.5623 16.6848
3 65.8572 78.1014 116.932
4 75.0844 75.9243 100.454
5 62.3896 -10.6369 13.6377
6 58.2874 -6.92243 14.5622
7 68.7656 77.2604 110.086
8 67.1859 76.4733 21.0336
9 65.3954 77.5835 113.227
10 -14.0494 75.8442 102.874
24980 10
1 -29.4092 -8.43082 12.2149
2 63.1859 -12.5497 17.2314
3 65.6527 78.507 116.253
4 74.3319 75.3326 100.469
5 61.8504 -10.7791 13.6383
6 58.0698 -7.95306 14.078
7 68.6555 77.8679 110.039
8 66.9745 76.5101 21.2724
9 65.5319 78.8496 112.888
10 -14.1715 75.3102 103.409
24984 10
1 -29.7611 -8.38492 12.7684
2 63.1946 -12.5535 17.027
3 66.5959 77.974 115.285
4 74.2092 75.1944 100.094
5 61.9797 -11.0815 13.9884
6 58.2085 -7.68152 14.1716
7 69.082 78.0014 109.074
8 67.8816 76.9087 20.4854
9 65.4996 78.9464 111.858
10 -13.9299 75.2095 103.042
24988 10
1 -28.5874 -9.21084 11.3561
2 63.5631 -12.9875 16.5271
3 66.9636 79.3016 114.639
4 74.9342 74.9024 99.3232
5 62.4735 -11.8149 13.3251
6 58.6452 -8.04801 13.6395
7 69.721 78.4266 108.543
8 68.5062 76.3039 20.1805
9 65.7959 79.3834 110.996
10 -13.2316 74.9769 102.36
24992 10
1 -27.8832 -10.4687 10.2845
2 64.3786 -13.2661 15.8834
3 66.8915 78.4389 113.997
4 75.7204 75.6386 99.0219
5 63.4084 -11.5225 12.3853
6 59.2575 -8.44065 12.5721
7 69.4724 78.119 107.99
8 69.0654 76.5377 19.9803
9 65.6086 79.7131 110.235
10 -12.7495 75.4852 102.16
24996 10
1 -27.3056 -11.3828 8.78215
2 64.1925 -13.839 16.0493
3 67.1398 77.0619 114.613
4 75.0435 75.2686 99.339
5 63.3035 -12.1608 11.9282
6 59.1534 -9.48128 11.8535
7 68.3214 77.7389 108.686
8 68.266 76.0624 20.4651
9 65.3882 79.8537 111.118
10 -14.1256 75.2626 101.897
25000 10
1 -27.9139 -11.2845 8.787
2 64.1862 -13.5587 15.2576
3 66.0923 77.7993 113.786
4 74.8395 74.7963 99.6637
5 62.8408 -12.4082 11.7498
6 58.7006 -9.22629 11.9171
7 68.1205 77.5501 107.753
8 68.0763 75.774 19.9952
9 64.8544 79.3256 110.25
10 -13.7308 74.4453 102.002
25004 10
1 -27.8477 -11.9676 8.92664
2 64.1319 -14.016 15.6247
3 66.7386 78.3122 114.268
4 74.6992 74.3466 99.1735
5 62.8108 -12.8194 12.0658
6 58.8279 -9.6994 12.4342
7 68.9277 77.327 108.567
8 68.2075 75.7588 19.8684
9 65.2908 79.7309 110.454
10 -13.9613 74.4344 101.627
25008 10
1 -27.5557 -11.745 9.07973
2 64.1849 -13.8391 15.1792
3 66.5655 78.2045 113.885
4 74.8379 73.6744 98.8572
5 63.3169 -12.6179 11.7975
6 59.3796 -9.90048 11.8489
7 69.4731 77.4055 108.131
8 69.0209 76.0354 19.5902
9 65.6946 79.5342 110.339
10 -13.4173 74.5896 101.387
25012 10
1 -27.5402 -11.693 9.09294
2 64.4414 -13.8437 14.8718
3 66.1706 77.8435 114.032
4 74.8442 74.5638 98.7353
5 63.1277 -12.6271 11.2422
6 59.1745 -9.88152 11.6874
7 69.0348 77.0287 108.281
8 68.8546 75.5183 19.9061
9 65.1786 78.8509 110.378
10 -13.4461 74.6545 101.238
25016 10
1 -27.1519 -12.3017 8.39116
2 64.2661 -14.0602 14.0852
3 66.2157 78.0079 113.654
4 74.8754 73.8529 98.4759
5 63.2886 -13.1367 10.8682
6 58.8982 -9.95215 11.041
7 68.4322 77.261 107.743
8 68.4665 75.8497 19.1794
9 64.8829 79.0799 109.998
10 -13.6413 74.2126 101.201
25020 10
1 -27.2908 -11.7416 7.79463
2 64.1679 -13.9467 13.8518
3 66.1546 77.9351 113.086
4 75.0365 73.9581 98.4939
5 63.0788 -12.4019 10.7177
6 58.7179 -9.07698 10.3758
7 68.3844 76.9411 107.062
8 68.3132 75.8749 18.7226
9 65.1162 79.1064 109.144
10 -13.774 74.3279 100.515
25024 10
1 -26.9549 -11.3482 7.57895
2 63.5491 -13.6505 13.7992
3 66.1531 78.2359 113.197
4 74.3539 73.4268 98.2533
5 62.8161 -12.2985 10.3096
6 58.4039 -8.79315 10.4144
7 68.5656 76.8117 107.194
8 68.2058 75.3938 18.7517
9 64.9666 78.6328 109.206
10 -13.8874 73.8837 100.586
25028 10
1 -27.1484 -11.048 7.64852
2 62.9564 -14.5814 13.7764
3 66.0652 77.7378 112.775
4 74.7713 72.643 98.2934
5 62.6718 -13.0186 10.779
6 58.7574 -9.0679 10.3804
7 68.6427 76.0815 106.44
8 67.917 75.181 17.9167
9 65.2279 78.0202 108.542
10 -14.3387 72.9839 100.237
25032 10
1 -26.9421 -10.7859 7.28509
2 62.9467 -14.3685 13.2797
3 65.8037 78.2415 112.614
4 74.6404 71.3884 97.8699
5 63.0362 -12.9719 9.7433
6 59.395 -8.68298 9.46908
7 68.9288 76.1084 106.915
8 68.6028 75.0639 17.8309
9 65.5505 78.5801 108.372
10 -13.9243 72.5434 100.133
25036 10
1 -26.3516 -9.74041 7.25389
2 63.6353 -14.9091 12.1507
3 65.9426 78.5283 111.258
4 75.2321 70.3818 97.3626
5 63.9791 -13.0351 8.93017
6 60.3333 -8.49385 9.15248
7 69.0284 75.7942 104.86
8 68.9568 73.7862 16.9298
9 65.6048 78.059 106.945
10 -12.9936 71.6564 99.315
25040 10
1 -27.5865 -9.11815 7.10917
2 63.4562 -15.3115 11.8119
3 66.2033 78.0805 110.706
4 74.8577 69.5197 97.4127
